pipeline	fitness	fit_time
selectFwe(0.025436955912350602);selectFwe(0.045480802644495);mlpClassifier((19, 11),0.046083081378307064,0.07325877897525147,'sgd','tanh')	invalid_ind (duplicated operator)	invalid_ind (duplicated operator)
varianceThreshold();maxAbsScaler();varianceThreshold();gaussianNB(0.005678924785313345)	invalid_ind (duplicated operator)	invalid_ind (duplicated operator)
varianceThreshold();minMaxScaler();maxAbsScaler();maxAbsScaler();extraTreesClassifier(20,'gini','sqrt',12,6,False,'balanced')	invalid_ind (duplicated operator)	invalid_ind (duplicated operator)
minMaxScaler();maxAbsScaler();varianceThreshold();varianceThreshold();varianceThreshold();mlpClassifier((20, 5),0.09862066329243294,0.3219607904238758,'adam','relu')	invalid_ind (duplicated operator)	invalid_ind (duplicated operator)
maxAbsScaler();varianceThreshold();selectFwe(0.03717323161628351);nystroem('sigmoid',2.494981993578305,68,3,-0.6936958182813091);gaussianNB(0.007543023865496214)	0.7619466586746129	2.2963428497314453
minMaxScaler();minMaxScaler();maxAbsScaler();randomForest(90,'gini',0.5448096594153538,11,5,False,'balanced')	invalid_ind (duplicated operator)	invalid_ind (duplicated operator)
decisionTree('gini',17,3,0.48919913512172475,10,'balanced')	0.8118097572016818	1.6078369617462158
maxAbsScaler();lda(0.6141334980612769,206,0.07515045903802768)	eval_error (n_components cannot be larger than min(n_features, n_classes - 1).)	eval_error (n_components cannot be larger than min(n_features, n_classes - 1).)
fastICA(27,'deflation','arbitrary-variance','cube');adaBoost(decisionTree('gini',5,18,0.8172732193081321,12,'balanced'),87,0.55522552694529,'SAMME')	0.8111556617179774	2.9467074871063232
maxAbsScaler();minMaxScaler();minMaxScaler();maxAbsScaler();adaBoost(decisionTree('entropy',10,2,0.14040698903568194,14,'balanced'),29,0.36758239442207624,'SAMME')	invalid_ind (duplicated operator)	invalid_ind (duplicated operator)
maxAbsScaler();varianceThreshold();minMaxScaler();randomForest(90,'gini',0.5448096594153538,11,5,False,'balanced')	0.8752410098357567	6.4784181118011475
maxAbsScaler();varianceThreshold();varianceThreshold();robustScaler(False,True);randomForest(35,'entropy',0.6808210482686432,6,4,True,'None')	invalid_ind (duplicated operator)	invalid_ind (duplicated operator)
fastICA(27,'deflation','arbitrary-variance','cube');adaBoost(decisionTree('gini',8,19,0.1288202321608879,19,'balanced'),41,0.7867990523766037,'SAMME')	0.8241348392772739	3.3831911087036133
varianceThreshold();varianceThreshold();minMaxScaler();adaBoost(decisionTree('entropy',5,18,0.8172732193081321,12,'balanced'),29,0.36758239442207624,'SAMME')	invalid_ind (duplicated operator)	invalid_ind (duplicated operator)
fastICA(27,'deflation','arbitrary-variance','cube');adaBoost(decisionTree('entropy',5,18,0.8172732193081321,12,'None'),29,0.36758239442207624,'SAMME')	0.7767932191811336	4.657569646835327
maxAbsScaler();lda(0.6141334980612769,206,0.07515045903802768)	eval_error (n_components cannot be larger than min(n_features, n_classes - 1).)	eval_error (n_components cannot be larger than min(n_features, n_classes - 1).)
extraTreesClassifier(12,'gini','sqrt',10,6,True,'balanced_subsample')	0.8335594626205914	0.9459977149963379
maxAbsScaler();varianceThreshold();selectFwe(0.03717323161628351);minMaxScaler();randomForest(90,'gini',0.5448096594153538,11,5,False,'balanced')	0.8752410098357567	5.335159063339233
fastICA(27,'deflation','arbitrary-variance','cube');adaBoost(decisionTree('entropy',8,18,0.3465261637439211,16,'None'),38,0.8491507755001704,'SAMME')	0.8217559145379416	3.546107530593872
adaBoost(decisionTree('gini',20,16,0.6143308403515266,11,'balanced'),97,1.1964400514918168,'SAMME')	0.8676443255309245	12.378690958023071
nystroem('poly',2.494981993578305,99,3,0.22987421753957737);adaBoost(decisionTree('gini',17,13,0.48919913512172475,10,'balanced'),38,0.8491507755001704,'SAMME')	0.8631909853321404	cached
maxAbsScaler();minMaxScaler();minMaxScaler();varianceThreshold();adaBoost(decisionTree('gini',10,2,0.14040698903568194,14,'balanced'),87,0.55522552694529,'SAMME')	invalid_ind (duplicated operator)	invalid_ind (duplicated operator)
varianceThreshold();maxAbsScaler();pca(0.8650662603189772,True);adaBoost(decisionTree('entropy',20,16,0.007776649435864202,10,'balanced'),90,0.40187502388095797,'SAMME')	0.8355802684182955	cached
maxAbsScaler();varianceThreshold();selectFwe(0.03717323161628351);nystroem('rbf',2.9095089726185845,68,3,0.22987421753957737);randomForest(90,'gini',0.5448096594153538,11,5,False,'balanced')	0.8665344871114051	cached
selectFwe(0.03717323161628351);minMaxScaler();nystroem('rbf',2.494981993578305,68,3,-0.5293682704484375);gaussianNB(0.007543023865496214)	0.7606895233086487	1.9862525463104248
maxAbsScaler();varianceThreshold();varianceThreshold();nystroem('rbf',1.4728333354936136,68,3,0.22987421753957737);randomForest(90,'gini',0.5448096594153538,11,5,True,'balanced')	invalid_ind (duplicated operator)	invalid_ind (duplicated operator)
robustScaler(True,False);varianceThreshold();maxAbsScaler();minMaxScaler();gaussianNB(0.007543023865496214)	0.7513744045006767	1.6767199039459229
nystroem('poly',2.9095089726185845,99,3,0.22987421753957737);adaBoost(decisionTree('gini',5,14,0.8172732193081321,12,'balanced'),87,0.55522552694529,'SAMME')	0.8122155071275566	11.956902980804443
nystroem('poly',2.494981993578305,99,3,0.22987421753957737);adaBoost(decisionTree('entropy',5,13,0.5036365052098872,2,'balanced'),38,0.8491507755001704,'SAMME')	0.8194085730906767	13.866446256637573
qda(0.5361650260862432)	0.7437098871707054	0.8584134578704834
maxAbsScaler();minMaxScaler();minMaxScaler();maxAbsScaler();adaBoost(decisionTree('entropy',10,2,0.14040698903568194,14,'None'),29,0.36758239442207624,'SAMME')	invalid_ind (duplicated operator)	invalid_ind (duplicated operator)
nystroem('poly',2.494981993578305,99,4,-0.7045283414244563);adaBoost(decisionTree('gini',17,13,0.48919913512172475,10,'balanced'),38,0.8491507755001704,'SAMME')	0.8520800868815781	43.47882294654846
nystroem('poly',2.494981993578305,99,3,0.22987421753957737);adaBoost(decisionTree('gini',17,13,0.48919913512172475,10,'balanced'),38,0.8491507755001704,'SAMME')	0.8631909853321404	39.76604676246643
maxAbsScaler();varianceThreshold();selectFwe(0.022429076801048966);nystroem('rbf',2.9095089726185845,68,3,0.22987421753957737);randomForest(90,'gini',0.5448096594153538,11,5,False,'balanced')	0.8665344871114051	83.10843205451965
maxAbsScaler();varianceThreshold();selectFwe(0.03717323161628351);nystroem('rbf',2.9095089726185845,68,3,0.22987421753957737);randomForest(90,'gini',0.5448096594153538,11,5,False,'balanced')	0.8665344871114051	84.12339282035828
randomForest(90,'gini',0.5448096594153538,11,5,False,'balanced')	0.8752410098357567	4.6751792430877686
maxAbsScaler();varianceThreshold();varianceThreshold();nystroem('rbf',2.9095089726185845,68,3,0.22987421753957737);randomForest(90,'gini',0.5448096594153538,11,5,False,'balanced')	invalid_ind (duplicated operator)	invalid_ind (duplicated operator)
maxAbsScaler();varianceThreshold();selectFwe(0.03717323161628351);nystroem('rbf',2.9095089726185845,68,3,0.22987421753957737);randomForest(90,'gini',0.5448096594153538,11,5,False,'balanced')	0.8665344871114051	cached
nystroem('rbf',2.9095089726185845,24,3,0.22987421753957737);adaBoost(decisionTree('gini',17,13,0.48919913512172475,10,'balanced'),38,0.8491507755001704,'SAMME')	0.8231399975829243	cached
nystroem('poly',2.494981993578305,99,3,0.22987421753957737);adaBoost(decisionTree('gini',17,13,0.48919913512172475,10,'balanced'),38,0.8491507755001704,'SAMME')	0.8631909853321404	cached
varianceThreshold();maxAbsScaler();pca(0.8650662603189772,True);adaBoost(decisionTree('entropy',12,18,0.38223256097056324,16,'None'),48,0.8406044263515058,'SAMME')	0.8139299473108241	2.3145813941955566
minMaxScaler();varianceThreshold();nystroem('rbf',0.15066360437490708,99,2,0.8060214150818543);robustScaler(False,True);extraTreesClassifier(20,'gini','sqrt',12,6,False,'balanced')	0.8629616768052404	2.854447603225708
maxAbsScaler();varianceThreshold();selectFwe(0.03717323161628351);nystroem('rbf',2.9095089726185845,68,3,0.22987421753957737);randomForest(90,'gini',0.5448096594153538,11,5,False,'balanced')	0.8665344871114051	79.52774786949158
maxAbsScaler();qda(0.5361650260862432)	0.5	0.9888207912445068
lda(0.04534599007372664,206,0.07515045903802768)	eval_error (n_components cannot be larger than min(n_features, n_classes - 1).)	eval_error (n_components cannot be larger than min(n_features, n_classes - 1).)
maxAbsScaler();varianceThreshold();selectFwe(0.03717323161628351);nystroem('rbf',2.9095089726185845,68,3,0.22987421753957737);randomForest(90,'entropy',0.5331795655188927,4,17,True,'balanced')	0.8477026579638288	31.063252210617065
robustScaler(False,False);minMaxScaler();maxAbsScaler();randomForest(58,'gini',0.5448096594153538,11,5,False,'balanced')	0.8781658377599445	2.6883580684661865
maxAbsScaler();varianceThreshold();selectFwe(0.03717323161628351);nystroem('rbf',2.494981993578305,68,3,0.22987421753957737);randomForest(90,'gini',0.5448096594153538,11,5,False,'balanced')	0.8650453419317043	67.77890086174011
maxAbsScaler();varianceThreshold();varianceThreshold();robustScaler(False,True);randomForest(35,'entropy',0.6808210482686432,6,4,True,'None')	invalid_ind (duplicated operator)	invalid_ind (duplicated operator)
nystroem('poly',2.494981993578305,99,3,0.22987421753957737);randomForest(90,'gini',0.5448096594153538,11,5,False,'balanced')	0.8675674156699218	77.89465713500977
adaBoost(decisionTree('entropy',5,13,0.5036365052098872,2,'balanced'),38,0.8491507755001704,'SAMME')	0.8125437582862934	0.7872896194458008
maxAbsScaler();varianceThreshold();selectFwe(0.03717323161628351);nystroem('rbf',2.494981993578305,68,3,0.22987421753957737);randomForest(90,'gini',0.5448096594153538,11,5,False,'balanced')	0.8650453419317043	cached
decisionTree('gini',17,3,0.48919913512172475,10,'balanced')	0.8118097572016818	1.1479156017303467
maxAbsScaler();adaBoost(decisionTree('gini',17,13,0.48919913512172475,10,'balanced'),38,0.8491507755001704,'SAMME')	0.8611657435349628	3.126598596572876
adaBoost(decisionTree('gini',10,2,0.14040698903568194,14,'balanced'),92,0.55522552694529,'SAMME')	0.8548719756469391	1.3253467082977295
maxAbsScaler();minMaxScaler();minMaxScaler();varianceThreshold();randomForest(90,'gini',0.5448096594153538,11,5,False,'balanced')	invalid_ind (duplicated operator)	invalid_ind (duplicated operator)
maxAbsScaler();varianceThreshold();minMaxScaler();randomForest(90,'gini',0.5448096594153538,11,5,False,'balanced')	0.8752410098357567	3.735896110534668
randomForest(90,'gini',0.5448096594153538,11,5,False,'balanced')	0.8752410098357567	cached
maxAbsScaler();varianceThreshold();selectFwe(0.03717323161628351);nystroem('rbf',2.9095089726185845,68,3,0.22987421753957737);randomForest(90,'gini',0.5448096594153538,11,5,False,'balanced')	0.8665344871114051	cached
robustScaler(False,False);minMaxScaler();maxAbsScaler();randomForest(58,'gini',0.5448096594153538,11,5,False,'balanced')	0.8781658377599445	cached
maxAbsScaler();varianceThreshold();minMaxScaler();randomForest(90,'gini',0.5448096594153538,11,5,False,'balanced')	0.8752410098357567	cached
maxAbsScaler();varianceThreshold();selectFwe(0.03717323161628351);nystroem('rbf',2.9095089726185845,68,3,0.22987421753957737);randomForest(90,'gini',0.5448096594153538,11,5,False,'balanced')	0.8665344871114051	cached
maxAbsScaler();varianceThreshold();selectFwe(0.03717323161628351);nystroem('rbf',2.9095089726185845,68,3,0.22987421753957737);randomForest(90,'gini',0.5448096594153538,11,5,False,'balanced')	0.8665344871114051	cached
extraTreesClassifier(12,'gini','sqrt',10,6,True,'balanced_subsample')	0.8335594626205914	1.0989465713500977
varianceThreshold();maxAbsScaler();pca(0.8650662603189772,True);adaBoost(decisionTree('entropy',12,18,0.38223256097056324,16,'None'),48,0.8406044263515058,'SAMME')	0.8139299473108241	2.405146360397339
maxAbsScaler();varianceThreshold();selectFwe(0.03717323161628351);nystroem('rbf',2.9095089726185845,68,3,0.22987421753957737);randomForest(90,'gini',0.5448096594153538,11,5,False,'balanced')	0.8665344871114051	cached
maxAbsScaler();varianceThreshold();selectFwe(0.022429076801048966);nystroem('rbf',2.9095089726185845,68,3,0.22987421753957737);randomForest(90,'gini',0.5448096594153538,11,5,False,'balanced')	0.8665344871114051	cached
fastICA(27,'deflation','arbitrary-variance','cube');adaBoost(decisionTree('entropy',8,18,0.3465261637439211,16,'None'),38,0.8491507755001704,'SAMME')	0.8217559145379416	cached
maxAbsScaler();varianceThreshold();varianceThreshold();robustScaler(False,True);randomForest(35,'entropy',0.6808210482686432,6,4,True,'None')	invalid_ind (duplicated operator)	invalid_ind (duplicated operator)
maxAbsScaler();varianceThreshold();varianceThreshold();nystroem('rbf',1.4728333354936136,68,3,0.22987421753957737);randomForest(90,'gini',0.5448096594153538,11,5,True,'balanced')	invalid_ind (duplicated operator)	invalid_ind (duplicated operator)
lda(0.04534599007372664,206,0.07515045903802768)	eval_error (n_components cannot be larger than min(n_features, n_classes - 1).)	eval_error (n_components cannot be larger than min(n_features, n_classes - 1).)
maxAbsScaler();varianceThreshold();selectFwe(0.03717323161628351);minMaxScaler();randomForest(90,'gini',0.5448096594153538,11,5,False,'balanced')	0.8752410098357567	4.654268980026245
varianceThreshold();maxAbsScaler();pca(0.8650662603189772,True);adaBoost(decisionTree('entropy',20,16,0.007776649435864202,10,'balanced'),90,0.40187502388095797,'SAMME')	0.8355802684182955	4.634726047515869
maxAbsScaler();lda(0.1815216437006314,92,0.05938527076709095)	eval_error (n_components cannot be larger than min(n_features, n_classes - 1).)	eval_error (n_components cannot be larger than min(n_features, n_classes - 1).)
pca(0.8700986106990732,False);nystroem('cosine',0.7468766187752154,52,5,-0.05895728564705793);adaBoost(decisionTree('gini',21,14,0.8287640130109049,17,'None'),28,1.6306091750700384,'SAMME')	0.8030619726409572	25.645954847335815
maxAbsScaler();varianceThreshold();varianceThreshold();robustScaler(False,True);randomForest(35,'entropy',0.6808210482686432,6,4,False,'None')	invalid_ind (duplicated operator)	invalid_ind (duplicated operator)
maxAbsScaler();maxAbsScaler();varianceThreshold();randomForest(90,'gini',0.5448096594153538,11,5,False,'balanced')	invalid_ind (duplicated operator)	invalid_ind (duplicated operator)
fastICA(27,'deflation','arbitrary-variance','cube');adaBoost(decisionTree('gini',5,18,0.8172732193081321,12,'balanced'),87,0.55522552694529,'SAMME')	0.8111556617179774	2.838510513305664
robustScaler(True,False);varianceThreshold();maxAbsScaler();minMaxScaler();gaussianNB(0.007543023865496214)	0.7513744045006767	0.8837261199951172
adaBoost(decisionTree('gini',20,16,0.6143308403515266,11,'balanced'),97,1.1964400514918168,'SAMME')	0.8676443255309245	10.1100013256073
maxAbsScaler();varianceThreshold();minMaxScaler();randomForest(90,'gini',0.5448096594153538,11,5,False,'balanced')	0.8752410098357567	4.390570402145386
varianceThreshold();varianceThreshold();minMaxScaler();gaussianNB(0.00033119526696573213)	invalid_ind (duplicated operator)	invalid_ind (duplicated operator)
maxAbsScaler();varianceThreshold();selectFwe(0.03717323161628351);nystroem('rbf',2.9095089726185845,68,3,0.22987421753957737);randomForest(90,'gini',0.5448096594153538,11,5,True,'balanced')	0.8560158169946019	45.15151929855347
adaBoost(decisionTree('gini',20,16,0.6143308403515266,11,'balanced'),97,1.1964400514918168,'SAMME')	0.8676443255309245	cached
maxAbsScaler();varianceThreshold();selectFwe(0.022429076801048966);nystroem('rbf',2.9095089726185845,68,3,0.22987421753957737);randomForest(90,'gini',0.5448096594153538,11,5,False,'balanced')	0.8665344871114051	cached
maxAbsScaler();lda(0.6141334980612769,206,0.07515045903802768)	eval_error (n_components cannot be larger than min(n_features, n_classes - 1).)	eval_error (n_components cannot be larger than min(n_features, n_classes - 1).)
nystroem('poly',2.494981993578305,99,3,0.22987421753957737);adaBoost(decisionTree('gini',17,13,0.48919913512172475,10,'balanced'),38,0.8491507755001704,'SAMME')	0.8631909853321404	cached
decisionTree('gini',17,3,0.48919913512172475,10,'balanced')	0.8118097572016818	cached
maxAbsScaler();varianceThreshold();minMaxScaler();randomForest(90,'gini',0.5448096594153538,11,5,False,'balanced')	0.8752410098357567	cached
nystroem('poly',2.494981993578305,99,3,0.22987421753957737);adaBoost(decisionTree('gini',17,13,0.48919913512172475,10,'balanced'),38,0.8491507755001704,'SAMME')	0.8631909853321404	39.78579020500183
randomForest(90,'gini',0.5448096594153538,11,5,False,'balanced')	0.8752410098357567	cached
randomForest(90,'gini',0.5448096594153538,11,5,False,'balanced')	0.8752410098357567	cached
maxAbsScaler();varianceThreshold();selectFwe(0.03717323161628351);nystroem('rbf',2.9095089726185845,68,3,0.22987421753957737);randomForest(90,'gini',0.5448096594153538,11,5,False,'balanced')	0.8665344871114051	75.40506792068481
maxAbsScaler();varianceThreshold();selectFwe(0.03717323161628351);nystroem('rbf',2.9095089726185845,68,3,0.22987421753957737);randomForest(90,'gini',0.5448096594153538,11,5,False,'balanced')	0.8665344871114051	77.0184371471405
nystroem('poly',2.494981993578305,99,4,-0.7780965064765457);lda(0.6141334980612769,206,0.07515045903802768)	eval_error (n_components cannot be larger than min(n_features, n_classes - 1).)	eval_error (n_components cannot be larger than min(n_features, n_classes - 1).)
maxAbsScaler();lda(0.6141334980612769,206,0.07515045903802768)	eval_error (n_components cannot be larger than min(n_features, n_classes - 1).)	eval_error (n_components cannot be larger than min(n_features, n_classes - 1).)
lda(0.04534599007372664,206,0.07515045903802768)	eval_error (n_components cannot be larger than min(n_features, n_classes - 1).)	eval_error (n_components cannot be larger than min(n_features, n_classes - 1).)
maxAbsScaler();varianceThreshold();selectFwe(0.03717323161628351);nystroem('rbf',6.242640465796675,40,2,-0.9175009609953069);randomForest(90,'gini',0.5448096594153538,11,5,False,'balanced')	0.8559720203013867	40.356180906295776
nystroem('poly',2.494981993578305,99,3,0.22987421753957737);randomForest(90,'gini',0.5448096594153538,11,5,False,'balanced')	0.8675674156699218	82.7949275970459
varianceThreshold();maxAbsScaler();pca(0.8650662603189772,True);adaBoost(decisionTree('entropy',20,16,0.007776649435864202,10,'balanced'),90,0.40187502388095797,'SAMME')	0.8355802684182955	3.0958681106567383
maxAbsScaler();varianceThreshold();selectFwe(0.03717323161628351);nystroem('rbf',2.9095089726185845,68,3,0.22987421753957737);randomForest(90,'gini',0.5448096594153538,11,5,False,'balanced')	0.8665344871114051	cached
nystroem('poly',2.494981993578305,99,3,0.22987421753957737);randomForest(90,'gini',0.5448096594153538,11,5,False,'balanced')	0.8675674156699218	cached
adaBoost(decisionTree('gini',20,16,0.6143308403515266,11,'balanced'),97,1.1964400514918168,'SAMME')	0.8676443255309245	cached
maxAbsScaler();maxAbsScaler();varianceThreshold();randomForest(11,'gini','None',6,5,True,'None')	invalid_ind (duplicated operator)	invalid_ind (duplicated operator)
lda(0.04534599007372664,206,0.07515045903802768)	eval_error (n_components cannot be larger than min(n_features, n_classes - 1).)	eval_error (n_components cannot be larger than min(n_features, n_classes - 1).)
pca(0.8700986106990732,False);minMaxScaler();adaBoost(decisionTree('gini',21,14,0.8287640130109049,17,'None'),28,1.6306091750700384,'SAMME')	0.7936804610674155	2.5249037742614746
varianceThreshold();varianceThreshold();nystroem('cosine',3.7657245698602857,52,4,-0.05895728564705793);gaussianNB(0.005612664952496539)	invalid_ind (duplicated operator)	invalid_ind (duplicated operator)
maxAbsScaler();varianceThreshold();varianceThreshold();nystroem('rbf',1.4728333354936136,68,3,0.22987421753957737);randomForest(90,'gini',0.5448096594153538,11,5,True,'balanced')	invalid_ind (duplicated operator)	invalid_ind (duplicated operator)
maxAbsScaler();varianceThreshold();selectFwe(0.03717323161628351);nystroem('rbf',2.9095089726185845,68,3,0.22987421753957737);randomForest(90,'gini',0.5448096594153538,11,5,False,'balanced')	0.8665344871114051	cached
maxAbsScaler();varianceThreshold();selectFwe(0.022429076801048966);nystroem('rbf',2.9095089726185845,68,3,0.22987421753957737);randomForest(90,'gini',0.5448096594153538,11,5,False,'balanced')	0.8665344871114051	cached
maxAbsScaler();lda(0.6141334980612769,206,0.07515045903802768)	eval_error (n_components cannot be larger than min(n_features, n_classes - 1).)	eval_error (n_components cannot be larger than min(n_features, n_classes - 1).)
adaBoost(decisionTree('gini',27,17,0.3499231573592565,19,'balanced'),83,0.6118982857322471,'SAMME')	0.8711483170342893	3.237959861755371
randomForest(90,'gini',0.5448096594153538,11,5,False,'balanced_subsample')	0.8752410098357567	4.363537788391113
randomForest(90,'gini',0.5448096594153538,11,16,False,'balanced')	0.8620342264564288	3.849743604660034
randomForest(90,'gini',0.5448096594153538,11,5,False,'balanced')	0.8752410098357567	cached
maxAbsScaler();varianceThreshold();selectFwe(0.03717323161628351);nystroem('rbf',2.9095089726185845,68,3,0.22987421753957737);randomForest(90,'gini',0.5448096594153538,11,5,False,'balanced')	0.8665344871114051	cached
maxAbsScaler();varianceThreshold();selectFwe(0.03717323161628351);nystroem('rbf',2.9095089726185845,68,3,0.22987421753957737);randomForest(90,'gini',0.5448096594153538,11,5,False,'balanced')	0.8665344871114051	cached
randomForest(90,'gini',0.5448096594153538,11,5,False,'balanced')	0.8752410098357567	cached
maxAbsScaler();varianceThreshold();selectFwe(0.03717323161628351);nystroem('rbf',2.9095089726185845,68,3,0.22987421753957737);randomForest(90,'gini',0.5448096594153538,11,5,False,'balanced')	0.8665344871114051	cached
maxAbsScaler();varianceThreshold();varianceThreshold();robustScaler(False,True);randomForest(35,'entropy',0.6808210482686432,6,4,True,'None')	invalid_ind (duplicated operator)	invalid_ind (duplicated operator)
fastICA(20,'deflation','unit-variance','exp');varianceThreshold();minMaxScaler();randomForest(90,'gini',0.5448096594153538,11,5,False,'balanced')	0.8610820228464855	5.1930365562438965
adaBoost(decisionTree('gini',20,16,0.6143308403515266,11,'balanced'),97,1.1964400514918168,'SAMME')	0.8676443255309245	9.10736083984375
lda(0.04534599007372664,206,0.07515045903802768)	eval_error (n_components cannot be larger than min(n_features, n_classes - 1).)	eval_error (n_components cannot be larger than min(n_features, n_classes - 1).)
lda(0.04534599007372664,206,0.07515045903802768)	eval_error (n_components cannot be larger than min(n_features, n_classes - 1).)	eval_error (n_components cannot be larger than min(n_features, n_classes - 1).)
maxAbsScaler();varianceThreshold();minMaxScaler();randomForest(90,'gini',0.5448096594153538,11,5,False,'balanced')	0.8752410098357567	cached
extraTreesClassifier(12,'gini','sqrt',2,6,True,'balanced_subsample')	0.8335594626205914	1.392453670501709
randomForest(90,'gini',0.8264531055162351,11,5,False,'balanced')	0.8553689932214343	8.354857206344604
maxAbsScaler();varianceThreshold();selectFwe(0.022429076801048966);fastICA(27,'deflation','arbitrary-variance','cube');randomForest(90,'gini',0.5448096594153538,11,5,False,'balanced')	0.8601382239512734	7.558820724487305
nystroem('rbf',2.9095089726185845,68,3,0.22987421753957737);logisticRegression('l2','liblinear',1000,6.265717361272645,'None')	0.6395897334201159	1.7215826511383057
maxAbsScaler();varianceThreshold();varianceThreshold();robustScaler(False,True);randomForest(35,'entropy',0.6808210482686432,6,4,True,'None')	invalid_ind (duplicated operator)	invalid_ind (duplicated operator)
maxAbsScaler();varianceThreshold();minMaxScaler();randomForest(90,'gini',0.5448096594153538,11,5,False,'balanced')	0.8752410098357567	cached
maxAbsScaler();varianceThreshold();selectFwe(0.03351048084879893);nystroem('rbf',2.9095089726185845,53,3,0.22987421753957737);randomForest(90,'gini',0.5448096594153538,11,5,False,'balanced')	0.8592781329422314	57.159724950790405
varianceThreshold();selectFwe(0.016060229896509324);minMaxScaler();gaussianNB(0.007773216020706826)	0.7513744045006767	0.9745593070983887
maxAbsScaler();varianceThreshold();varianceThreshold();nystroem('rbf',2.9095089726185845,68,3,0.22987421753957737);randomForest(90,'gini',0.5448096594153538,11,5,False,'balanced')	invalid_ind (duplicated operator)	invalid_ind (duplicated operator)
robustScaler(True,True);randomForest(20,'entropy','log2',14,8,False,'None')	0.8603857053533617	1.6395254135131836
maxAbsScaler();minMaxScaler();minMaxScaler();varianceThreshold();randomForest(90,'gini',0.5448096594153538,11,5,False,'balanced')	invalid_ind (duplicated operator)	invalid_ind (duplicated operator)
maxAbsScaler();varianceThreshold();selectFwe(0.022429076801048966);nystroem('rbf',2.9095089726185845,68,3,0.22987421753957737);randomForest(90,'gini',0.5448096594153538,11,5,False,'balanced')	0.8665344871114051	cached
nystroem('poly',2.494981993578305,99,3,0.22987421753957737);randomForest(90,'gini',0.5448096594153538,11,5,False,'balanced')	0.8675674156699218	cached
maxAbsScaler();varianceThreshold();selectFwe(0.03717323161628351);nystroem('rbf',2.9095089726185845,68,3,0.22987421753957737);randomForest(90,'gini',0.5448096594153538,11,5,False,'balanced')	0.8665344871114051	cached
maxAbsScaler();varianceThreshold();selectFwe(0.03717323161628351);nystroem('rbf',2.9095089726185845,68,3,0.22987421753957737);randomForest(90,'gini',0.5448096594153538,11,5,False,'balanced')	0.8665344871114051	cached
nystroem('poly',2.494981993578305,99,3,0.22987421753957737);randomForest(90,'gini',0.5448096594153538,11,5,False,'balanced')	0.8675674156699218	cached
robustScaler(False,False);minMaxScaler();maxAbsScaler();randomForest(58,'gini',0.5448096594153538,11,5,False,'balanced')	0.8781658377599445	cached
maxAbsScaler();maxAbsScaler();varianceThreshold();lda(0.04534599007372664,206,0.07515045903802768)	invalid_ind (duplicated operator)	invalid_ind (duplicated operator)
maxAbsScaler();varianceThreshold();selectFwe(0.022429076801048966);nystroem('rbf',2.9095089726185845,68,3,0.22987421753957737);randomForest(90,'gini',0.5448096594153538,11,5,False,'balanced')	0.8665344871114051	77.58539867401123
lda(0.04534599007372664,206,0.03214482990689022)	eval_error (n_components cannot be larger than min(n_features, n_classes - 1).)	eval_error (n_components cannot be larger than min(n_features, n_classes - 1).)
randomForest(90,'gini',0.5448096594153538,11,5,False,'balanced')	0.8752410098357567	4.849222660064697
maxAbsScaler();varianceThreshold();selectFwe(0.03717323161628351);nystroem('rbf',2.9095089726185845,68,3,0.22987421753957737);randomForest(90,'gini',0.5448096594153538,11,5,False,'balanced')	0.8665344871114051	76.70512747764587
maxAbsScaler();varianceThreshold();selectFwe(0.03717323161628351);nystroem('rbf',2.9095089726185845,68,3,0.22987421753957737);randomForest(90,'gini',0.5448096594153538,11,5,False,'balanced')	0.8665344871114051	75.5987319946289
maxAbsScaler();varianceThreshold();selectFwe(0.03717323161628351);nystroem('rbf',1.193516358613532,68,3,0.22987421753957737);randomForest(90,'gini',0.5448096594153538,11,3,False,'balanced')	0.8686852427291856	80.38964557647705
maxAbsScaler();varianceThreshold();varianceThreshold();robustScaler(True,True);randomForest(90,'gini',0.5448096594153538,11,5,True,'balanced')	invalid_ind (duplicated operator)	invalid_ind (duplicated operator)
maxAbsScaler();varianceThreshold();selectFwe(0.03717323161628351);nystroem('rbf',2.9095089726185845,68,3,0.22987421753957737);randomForest(90,'gini',0.5448096594153538,11,5,False,'balanced')	0.8665344871114051	55.29412221908569
